#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Apr 20 12:47:46 EDT 2019,0,0,Assignment5Suite, , ,AddEdgeTest0- AddEdgeTest1- AddEdgeTest2- AddEdgeTest3- AddEdgeTest4- AddNodeTest0- AddNodeTest1- AddNodeTest2- DelEdgeTest0- DelEdgeTest1- DelEdgeTest2- DelNodeTest0- DelNodeTest1- DelNodeTest2- EfficiencyTest1- NumEdgeTest0- NumEdgeTest1- NumNodeTest0- NumNodeTest1- , ,
1,Sun Apr 21 14:02:50 EDT 2019,36,36,Assignment5Suite,AddEdgeTest0+ AddEdgeTest4+ AddNodeTest0+ AddNodeTest1+ DelNodeTest1+ NumEdgeTest0+ NumNodeTest0+ , ,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 EfficiencyTest1 NumEdgeTest1 NumNodeTest1 , ,
2,Mon Apr 22 12:10:49 EDT 2019,47,11,Assignment5Suite,AddEdgeTest0 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0+ DelNodeTest1 NumEdgeTest0 NumEdgeTest1+ NumNodeTest0 , ,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest2 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 EfficiencyTest1 NumNodeTest1 , ,
3,Mon Apr 22 12:25:16 EDT 2019,47,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelNodeTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 , ,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest2 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 EfficiencyTest1 NumNodeTest1 , ,
4,Mon Apr 22 12:27:06 EDT 2019,52,5,Assignment5Suite,AddEdgeTest0 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelNodeTest0+ DelNodeTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 , ,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest2 DelEdgeTest1 DelEdgeTest2 DelNodeTest2 EfficiencyTest1 NumNodeTest1 , ,
5,Mon Apr 22 12:57:06 EDT 2019,63,11,Assignment5Suite,AddEdgeTest0 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1+ DelEdgeTest2+ DelNodeTest0 DelNodeTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 , ,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest2 DelNodeTest2 EfficiencyTest1 NumNodeTest1 , ,
6,Mon Apr 22 13:03:16 EDT 2019,73,10,Assignment5Suite,AddEdgeTest0 AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 , ,AddEdgeTest1 AddNodeTest2 DelNodeTest2 EfficiencyTest1 NumNodeTest1 , ,
7,Mon Apr 22 13:05:45 EDT 2019,84,11,Assignment5Suite,AddEdgeTest0 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2+ NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1+ , ,AddEdgeTest1 AddNodeTest2 EfficiencyTest1 , ,
8,Mon Apr 22 14:05:37 EDT 2019,89,5,Assignment5Suite,AddEdgeTest0 AddEdgeTest1+ AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,AddNodeTest2 EfficiencyTest1 , ,
9,Mon Apr 22 14:14:20 EDT 2019,94,5,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2+ DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,EfficiencyTest1 , ,
10,Mon Apr 22 14:21:59 EDT 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,EfficiencyTest1 , ,
11,Mon Apr 22 21:21:47 EDT 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,EfficiencyTest1 , ,
12,Mon Apr 22 23:23:40 EDT 2019,0,-257,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
13,Mon Apr 22 23:25:05 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
14,Mon Apr 22 23:26:58 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
15,Mon Apr 22 23:28:03 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
