#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Oct 30 22:59:55 EDT 2018,0,0,Assignment7Suite, , ,BridgeSceneFactoryMethodTest- CommandInterpreterApproachedArthurMixedSayTestCase- CommandInterpreterApproachedArthurSayTestCase- CommandInterpreterArthurMixedMoveLeftArmTestCase- CommandInterpreterArthurMoveLeftArmTestCase- CommandInterpreterArthurSignedMoveLeftArmTestCase- CommandInterpreterFactoryMethodTest- CommandInterpreterGalahadMoveLeftArmTestCase- CommandInterpreterGalahadSignedMoveLeftArmTestCase- CommandInterpreterLancelotMoveLeftArmTestCase- CommandInterpreterLancelotSignedMoveLeftArmTestCase- CommandInterpreterRobinMoveLeftArmTestCase- CommandInterpreterRobinSignedMoveLeftArmTestCase- IllegalCommandNameTestCase- MissingFirstArgumentTestCase- MissingSecondArgumentTestCase- ScannerFactoryMethodTest- StringTableFactoryMethodTest- StringTableTest- , ,
1,Fri Nov 02 15:57:05 EDT 2018,0,0,Assignment7Suite, , ,BridgeSceneFactoryMethodTest CommandInterpreterApproachedArthurMixedSayTestCase CommandInterpreterApproachedArthurSayTestCase CommandInterpreterArthurMixedMoveLeftArmTestCase CommandInterpreterArthurMoveLeftArmTestCase CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterFactoryMethodTest CommandInterpreterGalahadMoveLeftArmTestCase CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase IllegalCommandNameTestCase MissingFirstArgumentTestCase MissingSecondArgumentTestCase ScannerFactoryMethodTest StringTableFactoryMethodTest StringTableTest , ,
2,Fri Nov 02 16:07:52 EDT 2018,10,10,Assignment7Suite,BridgeSceneFactoryMethodTest+ ScannerFactoryMethodTest+ , ,CommandInterpreterApproachedArthurMixedSayTestCase CommandInterpreterApproachedArthurSayTestCase CommandInterpreterArthurMixedMoveLeftArmTestCase CommandInterpreterArthurMoveLeftArmTestCase CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterFactoryMethodTest CommandInterpreterGalahadMoveLeftArmTestCase CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase IllegalCommandNameTestCase MissingFirstArgumentTestCase MissingSecondArgumentTestCase StringTableFactoryMethodTest StringTableTest , ,
3,Fri Nov 02 16:09:22 EDT 2018,15,5,Assignment7Suite,BridgeSceneFactoryMethodTest ScannerFactoryMethodTest StringTableFactoryMethodTest+ , ,CommandInterpreterApproachedArthurMixedSayTestCase CommandInterpreterApproachedArthurSayTestCase CommandInterpreterArthurMixedMoveLeftArmTestCase CommandInterpreterArthurMoveLeftArmTestCase CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterFactoryMethodTest CommandInterpreterGalahadMoveLeftArmTestCase CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase IllegalCommandNameTestCase MissingFirstArgumentTestCase MissingSecondArgumentTestCase StringTableTest , ,
4,Fri Nov 02 16:10:55 EDT 2018,21,6,Assignment7Suite,BridgeSceneFactoryMethodTest ScannerFactoryMethodTest StringTableFactoryMethodTest StringTableTest+ , ,CommandInterpreterApproachedArthurMixedSayTestCase CommandInterpreterApproachedArthurSayTestCase CommandInterpreterArthurMixedMoveLeftArmTestCase CommandInterpreterArthurMoveLeftArmTestCase CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterFactoryMethodTest CommandInterpreterGalahadMoveLeftArmTestCase CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase IllegalCommandNameTestCase MissingFirstArgumentTestCase MissingSecondArgumentTestCase , ,
5,Fri Nov 02 16:47:45 EDT 2018,21,0,Assignment7Suite,BridgeSceneFactoryMethodTest ScannerFactoryMethodTest StringTableFactoryMethodTest StringTableTest , ,CommandInterpreterApproachedArthurMixedSayTestCase CommandInterpreterApproachedArthurSayTestCase CommandInterpreterArthurMixedMoveLeftArmTestCase CommandInterpreterArthurMoveLeftArmTestCase CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterFactoryMethodTest CommandInterpreterGalahadMoveLeftArmTestCase CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase IllegalCommandNameTestCase MissingFirstArgumentTestCase MissingSecondArgumentTestCase , ,
6,Fri Nov 02 20:44:31 EDT 2018,21,0,Assignment7Suite,BridgeSceneFactoryMethodTest ScannerFactoryMethodTest StringTableFactoryMethodTest StringTableTest , ,CommandInterpreterApproachedArthurMixedSayTestCase CommandInterpreterApproachedArthurSayTestCase CommandInterpreterArthurMixedMoveLeftArmTestCase CommandInterpreterArthurMoveLeftArmTestCase CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterFactoryMethodTest CommandInterpreterGalahadMoveLeftArmTestCase CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase IllegalCommandNameTestCase MissingFirstArgumentTestCase MissingSecondArgumentTestCase , ,
7,Fri Nov 02 21:37:06 EDT 2018,73,52,Assignment7Suite,BridgeSceneFactoryMethodTest CommandInterpreterApproachedArthurMixedSayTestCase+ CommandInterpreterApproachedArthurSayTestCase+ CommandInterpreterArthurMixedMoveLeftArmTestCase+ CommandInterpreterArthurMoveLeftArmTestCase+ CommandInterpreterGalahadMoveLeftArmTestCase+ CommandInterpreterLancelotMoveLeftArmTestCase+ CommandInterpreterRobinMoveLeftArmTestCase+ IllegalCommandNameTestCase+ MissingFirstArgumentTestCase+ MissingSecondArgumentTestCase+ ScannerFactoryMethodTest StringTableFactoryMethodTest StringTableTest , ,CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterFactoryMethodTest CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase , ,
8,Fri Nov 02 21:41:16 EDT 2018,78,5,Assignment7Suite,BridgeSceneFactoryMethodTest CommandInterpreterApproachedArthurMixedSayTestCase CommandInterpreterApproachedArthurSayTestCase CommandInterpreterArthurMixedMoveLeftArmTestCase CommandInterpreterArthurMoveLeftArmTestCase CommandInterpreterFactoryMethodTest+ CommandInterpreterGalahadMoveLeftArmTestCase CommandInterpreterLancelotMoveLeftArmTestCase CommandInterpreterRobinMoveLeftArmTestCase IllegalCommandNameTestCase MissingFirstArgumentTestCase MissingSecondArgumentTestCase ScannerFactoryMethodTest StringTableFactoryMethodTest StringTableTest , ,CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase , ,
9,Fri Nov 02 21:43:41 EDT 2018,78,0,Assignment7Suite,BridgeSceneFactoryMethodTest CommandInterpreterApproachedArthurMixedSayTestCase CommandInterpreterApproachedArthurSayTestCase CommandInterpreterArthurMixedMoveLeftArmTestCase CommandInterpreterArthurMoveLeftArmTestCase CommandInterpreterFactoryMethodTest CommandInterpreterGalahadMoveLeftArmTestCase CommandInterpreterLancelotMoveLeftArmTestCase CommandInterpreterRobinMoveLeftArmTestCase IllegalCommandNameTestCase MissingFirstArgumentTestCase MissingSecondArgumentTestCase ScannerFactoryMethodTest StringTableFactoryMethodTest StringTableTest , ,CommandInterpreterArthurSignedMoveLeftArmTestCase CommandInterpreterGalahadSignedMoveLeftArmTestCase CommandInterpreterLancelotSignedMoveLeftArmTestCase CommandInterpreterRobinSignedMoveLeftArmTestCase , ,
